id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
629520,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
611068,Landing Page Submission,Direct Traffic,No,No,0,2.0,204,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
606136,Landing Page Submission,Organic Search,No,No,0,6.0,22,6.0,SMS Sent,International Business,,No,No,No,No,No,No,,,No
606976,Landing Page Submission,Direct Traffic,No,No,1,2.0,195,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
611101,API,Chat,No,No,0,0.0,0,0.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
617750,API,Organic Search,No,No,0,2.0,122,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
626887,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,,,No
597925,Landing Page Submission,Direct Traffic,No,No,1,2.0,64,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
616247,Landing Page Submission,Direct Traffic,No,No,0,6.0,142,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,17.0,No
634699,Landing Page Submission,google,Yes,No,0,4.0,288,4.0,SMS Sent,Select,,No,No,No,No,No,No,14.0,14.0,No
586237,API,Organic Search,No,No,1,4.0,643,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
614096,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
648588,Landing Page Submission,Google,No,No,0,2.0,121,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,17.0,No
598068,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Student,No,No,No,No,No,No,,,No
603900,Landing Page Submission,Organic Search,Yes,No,0,8.0,139,8.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
622529,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
582386,API,Organic Search,No,No,0,11.0,496,3.67,Email Opened,Healthcare Management,Unemployed,Yes,No,No,No,No,No,14.0,16.0,No
660174,Landing Page Submission,Direct Traffic,No,No,0,2.0,547,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
659283,Lead Add Form,Reference,No,No,1,,1111,,,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
660255,API,Google,No,No,0,2.0,310,2.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
619044,Landing Page Submission,Direct Traffic,No,No,1,6.0,1207,6.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,Yes
629390,API,Google,No,No,0,2.0,112,2.0,Chat Conversation,,,No,No,No,No,No,No,,,No
586633,Landing Page Submission,Google,No,No,1,6.0,329,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
658178,API,Organic Search,No,No,0,1.0,100,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
643054,Landing Page Submission,Direct Traffic,No,No,0,3.0,100,3.0,SMS Sent,,,No,No,No,No,No,No,14.0,17.0,No
596198,Landing Page Submission,Direct Traffic,No,No,0,5.0,1059,2.5,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,Yes
608439,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
589858,Landing Page Submission,Direct Traffic,No,No,1,4.0,966,4.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,18.0,Yes
643889,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,19.0,No
601495,Landing Page Submission,Google,No,No,0,5.0,153,2.5,Page Visited on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
596905,Landing Page Submission,Direct Traffic,No,No,0,1.0,224,1.0,Converted to Lead,Supply Chain Management,Student,No,No,No,No,No,No,,,Yes
598330,Landing Page Submission,Direct Traffic,No,No,0,3.0,292,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
590171,Landing Page Submission,Google,No,No,0,2.0,305,2.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
610139,API,Google,No,No,0,1.0,419,1.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
585475,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
583285,Landing Page Submission,Direct Traffic,No,No,1,2.0,823,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
616780,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
650820,Landing Page Submission,Organic Search,No,No,1,4.0,1425,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
649152,Landing Page Submission,Direct Traffic,No,No,1,1.0,315,1.0,Converted to Lead,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,Yes
585712,Landing Page Submission,Direct Traffic,No,No,1,2.0,254,2.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,16.0,No
604872,Landing Page Submission,Direct Traffic,No,No,0,3.0,1709,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
607232,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
615425,Landing Page Submission,Google,No,No,1,4.0,1049,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
605271,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
593433,Landing Page Submission,Organic Search,Yes,No,1,7.0,564,7.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,11.0,18.0,Yes
585851,Landing Page Submission,Direct Traffic,No,No,0,10.0,793,10.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
619646,API,Organic Search,No,No,0,4.0,1280,2.0,Email Opened,,,No,No,No,No,No,No,,,No
654116,API,Referral Sites,No,No,1,4.0,1523,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,13.0,No
647984,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
603378,Landing Page Submission,Google,No,No,0,5.0,16,5.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
638184,API,Google,No,No,1,6.0,1134,6.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
606663,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
633998,Landing Page Submission,Organic Search,No,No,0,8.0,61,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,17.0,Yes
657379,Landing Page Submission,Organic Search,No,No,1,4.0,31,1.33,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes
598210,API,Direct Traffic,No,No,1,11.0,1411,1.38,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No
609202,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,29,5.0,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
596153,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,468,1.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,,,No
630462,Landing Page Submission,Organic Search,No,No,1,4.0,813,2.0,SMS Sent,Travel and Tourism,Working Professional,No,No,No,No,No,No,,,Yes
595237,Landing Page Submission,Google,No,No,1,3.0,730,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
584347,API,Chat,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
627287,Landing Page Submission,Google,No,No,0,6.0,386,6.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,No
617920,API,Organic Search,No,No,1,5.0,1357,2.5,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
636052,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
612752,Landing Page Submission,Direct Traffic,No,No,1,3.0,1742,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
616127,Landing Page Submission,Google,No,No,0,4.0,930,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
580264,API,Chat,No,No,0,1.0,1858,1.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
629243,Landing Page Submission,Google,No,No,0,2.0,183,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
654093,API,Google,No,No,0,4.0,1313,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
604797,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
655953,Landing Page Submission,Google,No,No,0,7.0,109,7.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
612180,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,389,3.0,Unsubscribed,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
618022,Landing Page Submission,Google,No,No,0,2.0,246,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
650291,API,Google,No,No,1,4.0,1048,1.33,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,15.0,16.0,No
599313,API,Google,No,No,1,3.0,270,1.5,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
604088,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
585381,Landing Page Submission,Organic Search,No,No,0,5.0,1050,2.5,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
607344,API,Organic Search,No,No,0,3.0,85,3.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
606530,Landing Page Submission,Google,No,No,0,3.0,493,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,No
582721,Landing Page Submission,Google,No,No,0,4.0,18,4.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,12.0,18.0,Yes
625880,Landing Page Submission,Direct Traffic,No,No,0,6.0,259,2.0,Email Opened,E-Business,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
632721,API,Google,No,No,0,2.0,465,2.0,Chat Conversation,,,No,No,No,No,No,No,,,No
626872,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
645172,Landing Page Submission,Google,No,No,1,4.0,1588,4.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
629031,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
652610,API,Organic Search,No,No,0,7.0,9,7.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
638028,Landing Page Submission,Organic Search,Yes,No,0,3.0,1129,3.0,Unreachable,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
586022,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,1234,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
642090,API,Google,No,No,0,3.0,505,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
630428,API,Direct Traffic,No,No,1,3.0,1099,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
656754,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
628164,Landing Page Submission,Google,No,No,1,6.0,1168,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
643278,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,13.0,12.0,No
590371,Landing Page Submission,Google,No,No,0,3.0,477,3.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
649338,Landing Page Submission,Referral Sites,No,No,1,6.0,1086,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,15.0,Yes
593019,API,Google,No,No,0,4.0,55,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
601884,Landing Page Submission,Organic Search,No,No,1,7.0,928,3.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
639246,Lead Add Form,Reference,No,No,1,,1261,,,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
657995,Landing Page Submission,Organic Search,No,No,0,12.0,28,6.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
632763,Landing Page Submission,Direct Traffic,No,No,1,3.0,248,1.5,Email Opened,International Business,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
614821,API,Google,No,No,0,6.0,310,3.0,Email Opened,,,No,No,No,No,No,No,,,No
618932,API,Google,Yes,No,0,1.0,305,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
601526,Landing Page Submission,Google,No,No,1,11.0,222,2.75,Page Visited on Website,Supply Chain Management,Working Professional,No,No,No,No,No,No,,,No
611523,Landing Page Submission,Organic Search,No,No,0,14.0,302,3.5,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
604391,Landing Page Submission,Google,No,No,0,13.0,62,2.17,Page Visited on Website,Media and Advertising,,No,No,No,No,No,No,13.0,17.0,Yes
608489,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
588212,Landing Page Submission,Direct Traffic,No,No,0,2.0,404,2.0,SMS Sent,Finance Management,,No,No,No,No,No,No,14.0,16.0,Yes
582240,API,Google,No,No,1,2.0,1915,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
600645,Landing Page Submission,Direct Traffic,No,No,0,1.0,321,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
589584,Lead Add Form,Reference,No,No,1,,1469,,,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
641826,Landing Page Submission,Google,No,No,0,2.0,51,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
583529,API,Google,No,No,0,2.0,432,1.0,Chat Conversation,,,No,No,No,No,No,No,11.0,15.0,No
594049,Landing Page Submission,Google,No,No,1,2.0,1508,2.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
621553,API,Google,No,No,1,2.0,1020,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
634917,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
656563,Lead Add Form,Reference,No,No,1,,972,,,Healthcare Management,Working Professional,No,No,No,No,No,No,14.0,17.0,No
597621,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
584237,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
614287,Landing Page Submission,Direct Traffic,No,No,0,4.0,84,4.0,SMS Sent,International Business,,No,No,No,No,No,No,,,Yes
600045,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,550,2.0,Email Bounced,Marketing Management,Student,No,No,No,No,No,No,,,No
655766,Landing Page Submission,Google,No,No,1,8.0,235,8.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
580763,Landing Page Submission,Organic Search,No,No,0,3.0,105,3.0,Converted to Lead,Business Administration,,No,No,No,No,No,No,14.0,16.0,Yes
579717,Landing Page Submission,Google,No,No,1,4.0,1944,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
617497,API,Google,No,No,0,2.0,216,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
590969,Landing Page Submission,Direct Traffic,No,No,0,2.0,343,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
653610,API,Chat,No,No,0,,463,,Unreachable,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
587534,Landing Page Submission,Direct Traffic,No,No,0,2.0,404,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,16.0,18.0,Yes
587476,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
655497,Landing Page Submission,Direct Traffic,No,No,0,8.0,321,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
628499,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
589476,Landing Page Submission,Direct Traffic,No,No,0,4.0,138,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
642590,Landing Page Submission,Direct Traffic,No,No,0,2.0,227,2.0,Email Opened,Business Administration,,No,No,No,No,No,No,14.0,18.0,Yes
660070,Landing Page Submission,Google,No,No,0,5.0,160,5.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,17.0,18.0,No
652698,API,Google,No,No,0,5.0,1662,2.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
585544,API,Google,No,No,0,1.0,94,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
603943,Landing Page Submission,Google,No,No,1,5.0,977,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
646697,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
600301,Landing Page Submission,Direct Traffic,No,No,0,2.0,199,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
591923,Landing Page Submission,Google,No,No,0,4.0,13,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
583687,Landing Page Submission,Direct Traffic,No,No,0,4.0,425,2.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
647992,Lead Import,Facebook,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No
640639,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
637996,Landing Page Submission,Google,No,No,0,4.0,332,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
615239,API,Organic Search,No,No,0,2.0,111,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
593121,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,12.0,15.0,No
649417,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
591760,Landing Page Submission,Direct Traffic,No,No,0,1.0,300,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
640331,Landing Page Submission,Google,No,No,0,3.0,1730,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
638425,Landing Page Submission,Direct Traffic,No,No,0,3.0,349,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes
600596,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
657644,API,Referral Sites,No,No,1,11.0,825,11.0,Chat Conversation,Finance Management,Working Professional,No,No,No,No,No,No,17.0,15.0,No
603542,API,Google,No,No,0,2.0,235,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
586673,Landing Page Submission,Organic Search,No,No,1,8.0,1014,8.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,Yes
593570,Landing Page Submission,Direct Traffic,No,No,0,6.0,211,6.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
611277,API,Google,No,No,1,2.0,1164,1.0,Form Submitted on Website,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
640506,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
655175,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
622726,API,Google,No,No,0,2.0,344,2.0,Email Opened,,,No,No,No,No,No,No,,,No
653715,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
600153,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
585243,Landing Page Submission,Direct Traffic,No,No,0,2.0,145,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
596564,API,Organic Search,No,No,0,2.0,116,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
631540,Landing Page Submission,Google,No,No,1,4.0,1104,4.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
638934,Landing Page Submission,Direct Traffic,No,No,0,5.0,1757,2.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
588886,Landing Page Submission,Direct Traffic,No,No,0,1.0,375,1.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,11.0,18.0,Yes
645612,API,Chat,No,No,0,5.0,274,2.5,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
602210,API,Google,No,No,0,5.0,125,1.25,Page Visited on Website,,,No,No,No,No,No,No,,,No
588779,Landing Page Submission,Direct Traffic,No,No,0,8.0,50,2.67,SMS Sent,Services Excellence,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
605805,Landing Page Submission,Direct Traffic,No,No,0,13.0,936,3.25,Page Visited on Website,Finance Management,,No,No,No,No,No,No,,,No
654786,Landing Page Submission,Organic Search,No,No,0,6.0,361,3.0,Email Opened,Rural and Agribusiness,,No,No,No,No,No,No,14.0,13.0,Yes
632786,Landing Page Submission,Google,No,No,1,3.0,1357,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
